,from,to,min,max,mean,stDev,sampleCount,noDataCount,name,month
216,2022-08-06T00:00:00Z,2022-08-07T00:00:00Z,5.2114952268311754e-05,5.2114952268311754e-05,5.2114952268311754e-05,0.0,1,0,Amsterdam,8
217,2022-08-07T00:00:00Z,2022-08-08T00:00:00Z,6.835201929789037e-05,6.835201929789037e-05,6.835201929789037e-05,0.0,1,0,Amsterdam,8
218,2022-08-08T00:00:00Z,2022-08-09T00:00:00Z,,,,,1,1,Amsterdam,8
219,2022-08-09T00:00:00Z,2022-08-10T00:00:00Z,3.3784948755055666e-05,3.3784948755055666e-05,3.3784948755055666e-05,0.0,1,0,Amsterdam,8
220,2022-08-10T00:00:00Z,2022-08-11T00:00:00Z,3.938060035579838e-05,3.938060035579838e-05,3.938060035579838e-05,0.0,1,0,Amsterdam,8
221,2022-08-11T00:00:00Z,2022-08-12T00:00:00Z,7.482214277843013e-05,7.482214277843013e-05,7.482214277843013e-05,0.0,1,0,Amsterdam,8
222,2022-08-12T00:00:00Z,2022-08-13T00:00:00Z,4.679433550336398e-05,4.679433550336398e-05,4.679433550336398e-05,0.0,1,0,Amsterdam,8
223,2022-08-13T00:00:00Z,2022-08-14T00:00:00Z,8.622713357908651e-05,8.622713357908651e-05,8.622713357908651e-05,0.0,1,0,Amsterdam,8
224,2022-08-14T00:00:00Z,2022-08-15T00:00:00Z,,,,,1,1,Amsterdam,8
225,2022-08-15T00:00:00Z,2022-08-16T00:00:00Z,,,,,1,1,Amsterdam,8
226,2022-08-16T00:00:00Z,2022-08-17T00:00:00Z,,,,,1,1,Amsterdam,8
227,2022-08-17T00:00:00Z,2022-08-18T00:00:00Z,,,,,1,1,Amsterdam,8
228,2022-08-18T00:00:00Z,2022-08-19T00:00:00Z,6.905716873006895e-05,6.905716873006895e-05,6.905716873006895e-05,0.0,1,0,Amsterdam,8
229,2022-08-19T00:00:00Z,2022-08-20T00:00:00Z,,,,,1,1,Amsterdam,8
230,2022-08-20T00:00:00Z,2022-08-21T00:00:00Z,,,,,1,1,Amsterdam,8
231,2022-08-21T00:00:00Z,2022-08-22T00:00:00Z,,,,,1,1,Amsterdam,8
232,2022-08-22T00:00:00Z,2022-08-23T00:00:00Z,8.706171502126381e-05,8.706171502126381e-05,8.706171502126381e-05,0.0,1,0,Amsterdam,8
233,2022-08-23T00:00:00Z,2022-08-24T00:00:00Z,,,,,1,1,Amsterdam,8
234,2022-08-24T00:00:00Z,2022-08-25T00:00:00Z,0.00013729554484598339,0.00013729554484598339,0.00013729554484598339,0.0,1,0,Amsterdam,8
235,2022-08-25T00:00:00Z,2022-08-26T00:00:00Z,0.00013154915359336883,0.00013154915359336883,0.00013154915359336883,0.0,1,0,Amsterdam,8
236,2022-08-26T00:00:00Z,2022-08-27T00:00:00Z,,,,,1,1,Amsterdam,8
237,2022-08-27T00:00:00Z,2022-08-28T00:00:00Z,,,,,1,1,Amsterdam,8
238,2022-08-28T00:00:00Z,2022-08-29T00:00:00Z,,,,,1,1,Amsterdam,8
239,2022-08-29T00:00:00Z,2022-08-30T00:00:00Z,,,,,1,1,Amsterdam,8
240,2022-08-30T00:00:00Z,2022-08-31T00:00:00Z,5.48922544112429e-05,5.48922544112429e-05,5.48922544112429e-05,0.0,1,0,Amsterdam,8
241,2022-08-31T00:00:00Z,2022-09-01T00:00:00Z,4.355426790425554e-05,4.355426790425554e-05,4.355426790425554e-05,0.0,1,0,Amsterdam,8
242,2022-09-01T00:00:00Z,2022-09-02T00:00:00Z,6.327611481538042e-05,6.327611481538042e-05,6.327611481538042e-05,0.0,1,0,Amsterdam,9
243,2022-09-02T00:00:00Z,2022-09-03T00:00:00Z,0.00015887136396486312,0.00015887136396486312,0.00015887136396486312,0.0,1,0,Amsterdam,9
244,2022-09-03T00:00:00Z,2022-09-04T00:00:00Z,7.956666377140209e-05,7.956666377140209e-05,7.956666377140209e-05,0.0,1,0,Amsterdam,9
245,2022-09-04T00:00:00Z,2022-09-05T00:00:00Z,,,,,1,1,Amsterdam,9
246,2022-09-05T00:00:00Z,2022-09-06T00:00:00Z,,,,,1,1,Amsterdam,9
247,2022-09-06T00:00:00Z,2022-09-07T00:00:00Z,8.063481072895229e-05,8.063481072895229e-05,8.063481072895229e-05,0.0,1,0,Amsterdam,9
248,2022-09-07T00:00:00Z,2022-09-08T00:00:00Z,,,,,1,1,Amsterdam,9
249,2022-09-08T00:00:00Z,2022-09-09T00:00:00Z,,,,,1,1,Amsterdam,9
250,2022-09-09T00:00:00Z,2022-09-10T00:00:00Z,,,,,1,1,Amsterdam,9
251,2022-09-10T00:00:00Z,2022-09-11T00:00:00Z,5.90636336710304e-05,5.90636336710304e-05,5.90636336710304e-05,0.0,1,0,Amsterdam,9
252,2022-09-11T00:00:00Z,2022-09-12T00:00:00Z,,,,,1,1,Amsterdam,9
253,2022-09-12T00:00:00Z,2022-09-13T00:00:00Z,0.00011396290938137099,0.00011396290938137099,0.00011396290938137099,0.0,1,0,Amsterdam,9
254,2022-09-13T00:00:00Z,2022-09-14T00:00:00Z,7.83405193942599e-05,7.83405193942599e-05,7.83405193942599e-05,0.0,1,0,Amsterdam,9
255,2022-09-14T00:00:00Z,2022-09-15T00:00:00Z,,,,,1,1,Amsterdam,9
256,2022-09-15T00:00:00Z,2022-09-16T00:00:00Z,,,,,1,1,Amsterdam,9
257,2022-09-16T00:00:00Z,2022-09-17T00:00:00Z,,,,,1,1,Amsterdam,9
258,2022-09-17T00:00:00Z,2022-09-18T00:00:00Z,1.5333929695771076e-05,1.5333929695771076e-05,1.5333929695771076e-05,0.0,1,0,Amsterdam,9
259,2022-09-18T00:00:00Z,2022-09-19T00:00:00Z,,,,,1,1,Amsterdam,9
260,2022-09-19T00:00:00Z,2022-09-20T00:00:00Z,,,,,1,1,Amsterdam,9
261,2022-09-20T00:00:00Z,2022-09-21T00:00:00Z,,,,,1,1,Amsterdam,9
262,2022-09-21T00:00:00Z,2022-09-22T00:00:00Z,0.00011583270679693669,0.00011583270679693669,0.00011583270679693669,0.0,1,0,Amsterdam,9
263,2022-09-22T00:00:00Z,2022-09-23T00:00:00Z,0.0001644427829887718,0.0001644427829887718,0.0001644427829887718,0.0,1,0,Amsterdam,9
264,2022-09-23T00:00:00Z,2022-09-24T00:00:00Z,,,,,1,1,Amsterdam,9
265,2022-09-24T00:00:00Z,2022-09-25T00:00:00Z,,,,,1,1,Amsterdam,9
266,2022-09-25T00:00:00Z,2022-09-26T00:00:00Z,,,,,1,1,Amsterdam,9
267,2022-09-26T00:00:00Z,2022-09-27T00:00:00Z,,,,,1,1,Amsterdam,9
268,2022-09-27T00:00:00Z,2022-09-28T00:00:00Z,,,,,1,1,Amsterdam,9
269,2022-09-28T00:00:00Z,2022-09-29T00:00:00Z,,,,,1,1,Amsterdam,9
270,2022-09-29T00:00:00Z,2022-09-30T00:00:00Z,,,,,1,1,Amsterdam,9
271,2022-09-30T00:00:00Z,2022-10-01T00:00:00Z,,,,,1,1,Amsterdam,9
272,2022-10-01T00:00:00Z,2022-10-02T00:00:00Z,,,,,1,1,Amsterdam,10
273,2022-10-02T00:00:00Z,2022-10-03T00:00:00Z,,,,,1,1,Amsterdam,10
274,2022-10-03T00:00:00Z,2022-10-04T00:00:00Z,,,,,1,1,Amsterdam,10
275,2022-10-04T00:00:00Z,2022-10-05T00:00:00Z,9.8336924565956e-05,9.8336924565956e-05,9.8336924565956e-05,0.0,1,0,Amsterdam,10
276,2022-10-05T00:00:00Z,2022-10-06T00:00:00Z,,,,,1,1,Amsterdam,10
277,2022-10-06T00:00:00Z,2022-10-07T00:00:00Z,4.8207999498117715e-05,4.8207999498117715e-05,4.8207999498117715e-05,0.0,1,0,Amsterdam,10
278,2022-10-07T00:00:00Z,2022-10-08T00:00:00Z,,,,,1,1,Amsterdam,10
279,2022-10-08T00:00:00Z,2022-10-09T00:00:00Z,4.369445377960801e-05,4.369445377960801e-05,4.369445377960801e-05,0.0,1,0,Amsterdam,10
280,2022-10-09T00:00:00Z,2022-10-10T00:00:00Z,0.00013338214193936437,0.00013338214193936437,0.00013338214193936437,0.0,1,0,Amsterdam,10
281,2022-10-10T00:00:00Z,2022-10-11T00:00:00Z,,,,,1,1,Amsterdam,10
282,2022-10-11T00:00:00Z,2022-10-12T00:00:00Z,9.784280700841919e-05,9.784280700841919e-05,9.784280700841919e-05,0.0,1,0,Amsterdam,10
283,2022-10-12T00:00:00Z,2022-10-13T00:00:00Z,,,,,1,1,Amsterdam,10
284,2022-10-13T00:00:00Z,2022-10-14T00:00:00Z,,,,,1,1,Amsterdam,10
285,2022-10-14T00:00:00Z,2022-10-15T00:00:00Z,,,,,1,1,Amsterdam,10
286,2022-10-15T00:00:00Z,2022-10-16T00:00:00Z,,,,,1,1,Amsterdam,10
287,2022-10-16T00:00:00Z,2022-10-17T00:00:00Z,9.931190288625658e-05,9.931190288625658e-05,9.931190288625658e-05,0.0,1,0,Amsterdam,10
288,2022-10-17T00:00:00Z,2022-10-18T00:00:00Z,,,,,1,1,Amsterdam,10
289,2022-10-18T00:00:00Z,2022-10-19T00:00:00Z,0.00015980344323907048,0.00015980344323907048,0.00015980344323907048,0.0,1,0,Amsterdam,10
290,2022-10-19T00:00:00Z,2022-10-20T00:00:00Z,6.989590474404395e-05,6.989590474404395e-05,6.989590474404395e-05,0.0,1,0,Amsterdam,10
291,2022-10-20T00:00:00Z,2022-10-21T00:00:00Z,,,,,1,1,Amsterdam,10
292,2022-10-21T00:00:00Z,2022-10-22T00:00:00Z,,,,,1,1,Amsterdam,10
293,2022-10-22T00:00:00Z,2022-10-23T00:00:00Z,6.128833047114313e-05,6.128833047114313e-05,6.128833047114313e-05,0.0,1,0,Amsterdam,10
294,2022-10-23T00:00:00Z,2022-10-24T00:00:00Z,,,,,1,1,Amsterdam,10
295,2022-10-24T00:00:00Z,2022-10-25T00:00:00Z,,,,,1,1,Amsterdam,10
296,2022-10-25T00:00:00Z,2022-10-26T00:00:00Z,,,,,1,1,Amsterdam,10
297,2022-10-26T00:00:00Z,2022-10-27T00:00:00Z,,,,,1,1,Amsterdam,10
298,2022-10-27T00:00:00Z,2022-10-28T00:00:00Z,8.464374695904553e-05,8.464374695904553e-05,8.464374695904553e-05,0.0,1,0,Amsterdam,10
299,2022-10-28T00:00:00Z,2022-10-29T00:00:00Z,,,,,1,1,Amsterdam,10
300,2022-10-29T00:00:00Z,2022-10-30T00:00:00Z,,,,,1,1,Amsterdam,10
301,2022-10-30T00:00:00Z,2022-10-31T00:00:00Z,,,,,1,1,Amsterdam,10
302,2022-10-31T00:00:00Z,2022-11-01T00:00:00Z,8.273113780887797e-05,8.273113780887797e-05,8.273113780887797e-05,0.0,1,0,Amsterdam,10
303,2022-11-01T00:00:00Z,2022-11-02T00:00:00Z,6.250549631658942e-05,6.250549631658942e-05,6.250549631658942e-05,0.0,1,0,Amsterdam,11
304,2022-11-02T00:00:00Z,2022-11-03T00:00:00Z,0.00010797844879562035,0.00010797844879562035,0.00010797844879562035,0.0,1,0,Amsterdam,11
305,2022-11-03T00:00:00Z,2022-11-04T00:00:00Z,,,,,1,1,Amsterdam,11
306,2022-11-04T00:00:00Z,2022-11-05T00:00:00Z,5.863979095011018e-05,5.863979095011018e-05,5.863979095011018e-05,0.0,1,0,Amsterdam,11
307,2022-11-05T00:00:00Z,2022-11-06T00:00:00Z,,,,,1,1,Amsterdam,11
308,2022-11-06T00:00:00Z,2022-11-07T00:00:00Z,,,,,1,1,Amsterdam,11
309,2022-11-07T00:00:00Z,2022-11-08T00:00:00Z,,,,,1,1,Amsterdam,11
310,2022-11-08T00:00:00Z,2022-11-09T00:00:00Z,7.806546636857092e-05,7.806546636857092e-05,7.806546636857092e-05,0.0,1,0,Amsterdam,11
311,2022-11-09T00:00:00Z,2022-11-10T00:00:00Z,,,,,1,1,Amsterdam,11
312,2022-11-10T00:00:00Z,2022-11-11T00:00:00Z,,,,,1,1,Amsterdam,11
313,2022-11-11T00:00:00Z,2022-11-12T00:00:00Z,0.00011629702930804342,0.00011629702930804342,0.00011629702930804342,0.0,1,0,Amsterdam,11
314,2022-11-12T00:00:00Z,2022-11-13T00:00:00Z,,,,,1,1,Amsterdam,11
315,2022-11-13T00:00:00Z,2022-11-14T00:00:00Z,9.821518324315548e-05,9.821518324315548e-05,9.821518324315548e-05,0.0,1,0,Amsterdam,11
316,2022-11-14T00:00:00Z,2022-11-15T00:00:00Z,0.0002477308444213122,0.0002477308444213122,0.0002477308444213122,0.0,1,0,Amsterdam,11
317,2022-11-15T00:00:00Z,2022-11-16T00:00:00Z,4.544659168459475e-05,4.544659168459475e-05,4.544659168459475e-05,0.0,1,0,Amsterdam,11
318,2022-11-16T00:00:00Z,2022-11-17T00:00:00Z,,,,,1,1,Amsterdam,11
319,2022-11-17T00:00:00Z,2022-11-18T00:00:00Z,,,,,1,1,Amsterdam,11
320,2022-11-18T00:00:00Z,2022-11-19T00:00:00Z,,,,,1,1,Amsterdam,11
321,2022-11-19T00:00:00Z,2022-11-20T00:00:00Z,5.928190512349829e-05,5.928190512349829e-05,5.928190512349829e-05,0.0,1,0,Amsterdam,11
322,2022-11-20T00:00:00Z,2022-11-21T00:00:00Z,,,,,1,1,Amsterdam,11
323,2022-11-21T00:00:00Z,2022-11-22T00:00:00Z,0.00020907098951283842,0.00020907098951283842,0.00020907098951283842,0.0,1,0,Amsterdam,11
324,2022-11-22T00:00:00Z,2022-11-23T00:00:00Z,,,,,1,1,Amsterdam,11
325,2022-11-23T00:00:00Z,2022-11-24T00:00:00Z,,,,,1,1,Amsterdam,11
326,2022-11-24T00:00:00Z,2022-11-25T00:00:00Z,0.00016799420700408518,0.00016799420700408518,0.00016799420700408518,0.0,1,0,Amsterdam,11
327,2022-11-25T00:00:00Z,2022-11-26T00:00:00Z,8.157087722793221e-05,8.157087722793221e-05,8.157087722793221e-05,0.0,1,0,Amsterdam,11
328,2022-11-26T00:00:00Z,2022-11-27T00:00:00Z,,,,,1,1,Amsterdam,11
329,2022-11-27T00:00:00Z,2022-11-28T00:00:00Z,,,,,1,1,Amsterdam,11
330,2022-11-28T00:00:00Z,2022-11-29T00:00:00Z,,,,,1,1,Amsterdam,11
331,2022-11-29T00:00:00Z,2022-11-30T00:00:00Z,0.00010038270556833595,0.00010038270556833595,0.00010038270556833595,0.0,1,0,Amsterdam,11
332,2022-11-30T00:00:00Z,2022-12-01T00:00:00Z,,,,,1,1,Amsterdam,11
333,2022-12-01T00:00:00Z,2022-12-02T00:00:00Z,0.00010473440488567576,0.00010473440488567576,0.00010473440488567576,0.0,1,0,Amsterdam,12
334,2022-12-02T00:00:00Z,2022-12-03T00:00:00Z,,,,,1,1,Amsterdam,12
335,2022-12-03T00:00:00Z,2022-12-04T00:00:00Z,,,,,1,1,Amsterdam,12
336,2022-12-04T00:00:00Z,2022-12-05T00:00:00Z,,,,,1,1,Amsterdam,12
337,2022-12-05T00:00:00Z,2022-12-06T00:00:00Z,,,,,1,1,Amsterdam,12
338,2022-12-06T00:00:00Z,2022-12-07T00:00:00Z,,,,,1,1,Amsterdam,12
339,2022-12-07T00:00:00Z,2022-12-08T00:00:00Z,5.74931655137334e-05,5.74931655137334e-05,5.74931655137334e-05,0.0,1,0,Amsterdam,12
340,2022-12-08T00:00:00Z,2022-12-09T00:00:00Z,,,,,1,1,Amsterdam,12
341,2022-12-09T00:00:00Z,2022-12-10T00:00:00Z,0.00017873024626169354,0.00017873024626169354,0.00017873024626169354,0.0,1,0,Amsterdam,12
342,2022-12-10T00:00:00Z,2022-12-11T00:00:00Z,,,,,1,1,Amsterdam,12
343,2022-12-11T00:00:00Z,2022-12-12T00:00:00Z,,,,,1,1,Amsterdam,12
344,2022-12-12T00:00:00Z,2022-12-13T00:00:00Z,0.00016286181926261634,0.00016286181926261634,0.00016286181926261634,0.0,1,0,Amsterdam,12
345,2022-12-13T00:00:00Z,2022-12-14T00:00:00Z,0.00018287452985532582,0.00018287452985532582,0.00018287452985532582,0.0,1,0,Amsterdam,12
346,2022-12-14T00:00:00Z,2022-12-15T00:00:00Z,,,,,1,1,Amsterdam,12
347,2022-12-15T00:00:00Z,2022-12-16T00:00:00Z,0.0001548209838801995,0.0001548209838801995,0.0001548209838801995,0.0,1,0,Amsterdam,12
348,2022-12-16T00:00:00Z,2022-12-17T00:00:00Z,0.00010631242184899747,0.00010631242184899747,0.00010631242184899747,0.0,1,0,Amsterdam,12
349,2022-12-17T00:00:00Z,2022-12-18T00:00:00Z,0.0003484706685412675,0.0003484706685412675,0.0003484706685412675,0.0,1,0,Amsterdam,12
350,2022-12-18T00:00:00Z,2022-12-19T00:00:00Z,,,,,1,1,Amsterdam,12
351,2022-12-19T00:00:00Z,2022-12-20T00:00:00Z,,,,,1,1,Amsterdam,12
352,2022-12-20T00:00:00Z,2022-12-21T00:00:00Z,,,,,1,1,Amsterdam,12
353,2022-12-21T00:00:00Z,2022-12-22T00:00:00Z,,,,,1,1,Amsterdam,12
354,2022-12-22T00:00:00Z,2022-12-23T00:00:00Z,,,,,1,1,Amsterdam,12
355,2022-12-23T00:00:00Z,2022-12-24T00:00:00Z,,,,,1,1,Amsterdam,12
356,2022-12-24T00:00:00Z,2022-12-25T00:00:00Z,0.00010581848619040102,0.00010581848619040102,0.00010581848619040102,0.0,1,0,Amsterdam,12
357,2022-12-25T00:00:00Z,2022-12-26T00:00:00Z,,,,,1,1,Amsterdam,12
358,2022-12-26T00:00:00Z,2022-12-27T00:00:00Z,-1.6366548152291216e-05,-1.6366548152291216e-05,-1.6366548152291216e-05,0.0,1,0,Amsterdam,12
359,2022-12-27T00:00:00Z,2022-12-28T00:00:00Z,6.318460509646684e-05,6.318460509646684e-05,6.318460509646684e-05,0.0,1,0,Amsterdam,12
360,2022-12-28T00:00:00Z,2022-12-29T00:00:00Z,,,,,1,1,Amsterdam,12
361,2022-12-29T00:00:00Z,2022-12-30T00:00:00Z,4.992992398911156e-05,4.992992398911156e-05,4.992992398911156e-05,0.0,1,0,Amsterdam,12
362,2022-12-30T00:00:00Z,2022-12-31T00:00:00Z,,,,,1,1,Amsterdam,12
363,2022-12-31T00:00:00Z,2023-01-01T00:00:00Z,,,,,1,1,Amsterdam,12
364,2022-01-01T00:00:00Z,2022-01-02T00:00:00Z,,,,,1,1,Berlin,1
365,2022-01-02T00:00:00Z,2022-01-03T00:00:00Z,,,,,1,1,Berlin,1
366,2022-01-03T00:00:00Z,2022-01-04T00:00:00Z,1.5032207556942012e-05,1.5032207556942012e-05,1.5032207556942012e-05,0.0,1,0,Berlin,1
367,2022-01-04T00:00:00Z,2022-01-05T00:00:00Z,,,,,1,1,Berlin,1
368,2022-01-05T00:00:00Z,2022-01-06T00:00:00Z,,,,,1,1,Berlin,1
369,2022-01-06T00:00:00Z,2022-01-07T00:00:00Z,5.755680103902705e-05,5.755680103902705e-05,5.755680103902705e-05,0.0,1,0,Berlin,1
370,2022-01-07T00:00:00Z,2022-01-08T00:00:00Z,,,,,1,1,Berlin,1
371,2022-01-08T00:00:00Z,2022-01-09T00:00:00Z,,,,,1,1,Berlin,1
372,2022-01-09T00:00:00Z,2022-01-10T00:00:00Z,,,,,1,1,Berlin,1
373,2022-01-10T00:00:00Z,2022-01-11T00:00:00Z,,,,,1,1,Berlin,1
374,2022-01-11T00:00:00Z,2022-01-12T00:00:00Z,0.0001638373505556956,0.0001638373505556956,0.0001638373505556956,0.0,1,0,Berlin,1
375,2022-01-12T00:00:00Z,2022-01-13T00:00:00Z,,,,,1,1,Berlin,1
376,2022-01-13T00:00:00Z,2022-01-14T00:00:00Z,,,,,1,1,Berlin,1
377,2022-01-14T00:00:00Z,2022-01-15T00:00:00Z,,,,,1,1,Berlin,1
378,2022-01-15T00:00:00Z,2022-01-16T00:00:00Z,,,,,1,1,Berlin,1
379,2022-01-16T00:00:00Z,2022-01-17T00:00:00Z,,,,,1,1,Berlin,1
380,2022-01-17T00:00:00Z,2022-01-18T00:00:00Z,,,,,1,1,Berlin,1
381,2022-01-18T00:00:00Z,2022-01-19T00:00:00Z,,,,,1,1,Berlin,1
382,2022-01-19T00:00:00Z,2022-01-20T00:00:00Z,,,,,1,1,Berlin,1
383,2022-01-20T00:00:00Z,2022-01-21T00:00:00Z,2.5546987671987154e-05,2.5546987671987154e-05,2.5546987671987154e-05,0.0,1,0,Berlin,1
384,2022-01-21T00:00:00Z,2022-01-22T00:00:00Z,7.556142372777686e-05,7.556142372777686e-05,7.556142372777686e-05,0.0,1,0,Berlin,1
385,2022-01-22T00:00:00Z,2022-01-23T00:00:00Z,,,,,1,1,Berlin,1
386,2022-01-23T00:00:00Z,2022-01-24T00:00:00Z,,,,,1,1,Berlin,1
387,2022-01-24T00:00:00Z,2022-01-25T00:00:00Z,,,,,1,1,Berlin,1
388,2022-01-25T00:00:00Z,2022-01-26T00:00:00Z,,,,,1,1,Berlin,1
389,2022-01-26T00:00:00Z,2022-01-27T00:00:00Z,,,,,1,1,Berlin,1
390,2022-01-27T00:00:00Z,2022-01-28T00:00:00Z,,,,,1,1,Berlin,1
391,2022-01-28T00:00:00Z,2022-01-29T00:00:00Z,,,,,1,1,Berlin,1
392,2022-01-29T00:00:00Z,2022-01-30T00:00:00Z,,,,,1,1,Berlin,1
393,2022-01-30T00:00:00Z,2022-01-31T00:00:00Z,,,,,1,1,Berlin,1
394,2022-01-31T00:00:00Z,2022-02-01T00:00:00Z,,,,,1,1,Berlin,1
395,2022-02-01T00:00:00Z,2022-02-02T00:00:00Z,,,,,1,1,Berlin,2
396,2022-02-02T00:00:00Z,2022-02-03T00:00:00Z,,,,,1,1,Berlin,2
397,2022-02-03T00:00:00Z,2022-02-04T00:00:00Z,,,,,1,1,Berlin,2
398,2022-02-04T00:00:00Z,2022-02-05T00:00:00Z,,,,,1,1,Berlin,2
399,2022-02-05T00:00:00Z,2022-02-06T00:00:00Z,,,,,1,1,Berlin,2
400,2022-02-06T00:00:00Z,2022-02-07T00:00:00Z,,,,,1,1,Berlin,2
401,2022-02-07T00:00:00Z,2022-02-08T00:00:00Z,,,,,1,1,Berlin,2
402,2022-02-08T00:00:00Z,2022-02-09T00:00:00Z,,,,,1,1,Berlin,2
403,2022-02-09T00:00:00Z,2022-02-10T00:00:00Z,,,,,1,1,Berlin,2
404,2022-02-10T00:00:00Z,2022-02-11T00:00:00Z,,,,,1,1,Berlin,2
405,2022-02-11T00:00:00Z,2022-02-12T00:00:00Z,,,,,1,1,Berlin,2
406,2022-02-12T00:00:00Z,2022-02-13T00:00:00Z,9.503075125394389e-05,9.503075125394389e-05,9.503075125394389e-05,0.0,1,0,Berlin,2
407,2022-02-13T00:00:00Z,2022-02-14T00:00:00Z,8.38812266010791e-05,8.38812266010791e-05,8.38812266010791e-05,0.0,1,0,Berlin,2
408,2022-02-14T00:00:00Z,2022-02-15T00:00:00Z,0.00010018733883043751,0.00010018733883043751,0.00010018733883043751,0.0,1,0,Berlin,2
409,2022-02-15T00:00:00Z,2022-02-16T00:00:00Z,,,,,1,1,Berlin,2
410,2022-02-16T00:00:00Z,2022-02-17T00:00:00Z,,,,,1,1,Berlin,2
411,2022-02-17T00:00:00Z,2022-02-18T00:00:00Z,,,,,1,1,Berlin,2
412,2022-02-18T00:00:00Z,2022-02-19T00:00:00Z,,,,,1,1,Berlin,2
413,2022-02-19T00:00:00Z,2022-02-20T00:00:00Z,,,,,1,1,Berlin,2
414,2022-02-20T00:00:00Z,2022-02-21T00:00:00Z,,,,,1,1,Berlin,2
415,2022-02-21T00:00:00Z,2022-02-22T00:00:00Z,,,,,1,1,Berlin,2
416,2022-02-23T00:00:00Z,2022-02-24T00:00:00Z,,,,,1,1,Berlin,2
417,2022-02-24T00:00:00Z,2022-02-25T00:00:00Z,,,,,1,1,Berlin,2
418,2022-02-25T00:00:00Z,2022-02-26T00:00:00Z,,,,,1,1,Berlin,2
419,2022-02-26T00:00:00Z,2022-02-27T00:00:00Z,,,,,1,1,Berlin,2
420,2022-02-27T00:00:00Z,2022-02-28T00:00:00Z,,,,,1,1,Berlin,2
421,2022-02-28T00:00:00Z,2022-03-01T00:00:00Z,0.00010748383647296578,0.00010748383647296578,0.00010748383647296578,0.0,1,0,Berlin,2
422,2022-03-01T00:00:00Z,2022-03-02T00:00:00Z,5.721197885577567e-05,5.721197885577567e-05,5.721197885577567e-05,0.0,1,0,Berlin,3
423,2022-03-02T00:00:00Z,2022-03-03T00:00:00Z,0.00020867095736321062,0.00020867095736321062,0.00020867095736321062,0.0,1,0,Berlin,3
424,2022-03-03T00:00:00Z,2022-03-04T00:00:00Z,,,,,1,1,Berlin,3
425,2022-03-04T00:00:00Z,2022-03-05T00:00:00Z,,,,,1,1,Berlin,3
426,2022-03-05T00:00:00Z,2022-03-06T00:00:00Z,,,,,1,1,Berlin,3
427,2022-03-06T00:00:00Z,2022-03-07T00:00:00Z,,,,,1,1,Berlin,3
428,2022-03-07T00:00:00Z,2022-03-08T00:00:00Z,6.811660568928346e-05,6.811660568928346e-05,6.811660568928346e-05,0.0,1,0,Berlin,3
429,2022-03-08T00:00:00Z,2022-03-09T00:00:00Z,0.00022768387862015516,0.00022768387862015516,0.00022768387862015516,0.0,1,0,Berlin,3
430,2022-03-09T00:00:00Z,2022-03-10T00:00:00Z,0.00013839946768712252,0.00013839946768712252,0.00013839946768712252,0.0,1,0,Berlin,3
431,2022-03-10T00:00:00Z,2022-03-11T00:00:00Z,9.164098446490243e-05,9.164098446490243e-05,9.164098446490243e-05,0.0,1,0,Berlin,3
432,2022-03-11T00:00:00Z,2022-03-12T00:00:00Z,8.61914741108194e-05,8.61914741108194e-05,8.61914741108194e-05,0.0,1,0,Berlin,3
433,2022-03-12T00:00:00Z,2022-03-13T00:00:00Z,6.60458899801597e-05,6.60458899801597e-05,6.60458899801597e-05,0.0,1,0,Berlin,3
434,2022-03-13T00:00:00Z,2022-03-14T00:00:00Z,0.00010853428102564067,0.00010853428102564067,0.00010853428102564067,0.0,1,0,Berlin,3
435,2022-03-14T00:00:00Z,2022-03-15T00:00:00Z,,,,,1,1,Berlin,3
436,2022-03-15T00:00:00Z,2022-03-16T00:00:00Z,,,,,1,1,Berlin,3
437,2022-03-16T00:00:00Z,2022-03-17T00:00:00Z,6.728916923748329e-05,6.728916923748329e-05,6.728916923748329e-05,0.0,1,0,Berlin,3
438,2022-03-17T00:00:00Z,2022-03-18T00:00:00Z,,,,,1,1,Berlin,3
439,2022-03-18T00:00:00Z,2022-03-19T00:00:00Z,8.479656389681622e-05,8.479656389681622e-05,8.479656389681622e-05,0.0,1,0,Berlin,3
440,2022-03-19T00:00:00Z,2022-03-20T00:00:00Z,5.65865047974512e-05,5.65865047974512e-05,5.65865047974512e-05,0.0,1,0,Berlin,3
441,2022-03-20T00:00:00Z,2022-03-21T00:00:00Z,5.116673855809495e-05,5.116673855809495e-05,5.116673855809495e-05,0.0,1,0,Berlin,3
442,2022-03-21T00:00:00Z,2022-03-22T00:00:00Z,7.868312241043895e-05,7.868312241043895e-05,7.868312241043895e-05,0.0,1,0,Berlin,3
443,2022-03-22T00:00:00Z,2022-03-23T00:00:00Z,0.00011366000398993492,0.00011366000398993492,0.00011366000398993492,0.0,1,0,Berlin,3
444,2022-03-23T00:00:00Z,2022-03-24T00:00:00Z,0.00024025511811487377,0.00024025511811487377,0.00024025511811487377,0.0,1,0,Berlin,3
445,2022-03-24T00:00:00Z,2022-03-25T00:00:00Z,9.664551907917485e-05,9.664551907917485e-05,9.664551907917485e-05,0.0,1,0,Berlin,3
446,2022-03-25T00:00:00Z,2022-03-26T00:00:00Z,5.815581607748754e-05,5.815581607748754e-05,5.815581607748754e-05,0.0,1,0,Berlin,3
